UF;MUNICÍPIO;IBGE;Comp. CNES;Parcela;Indicador de Equidade e Dimensionamento;Classificação Componente Vínculo;Classificação Componente Qualidade;Teto eSF;Qtde. eSF Credenciadas;Qtde. eSF Homologadas;Qtde. eSF Pagas;Qtde. eSF Completas;Qtde. eSF Incompletas - 75%;Qtde. eSF Incompletas - 50%;Qtde. eSF Incompletas - 25%;Componente Equidade eSF;Vínculo e Acompanhamento territorial eSF;Qualidade eSF;Parcela Adicional - Qualidade;Valor Total eSF;Implantação eSF
PI;AGRICOLANDIA;220010;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
PI;AGUA BRANCA;220020;JAN/2025;3/12;ESTRATO 3;BOM;BOM;9;8;8;8;8;0;0;0;R$ 112.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 208.000,00 ;R$ 0,00 
PI;ALAGOINHA DO PIAUI;220025;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;4;4;4;4;0;0;0;R$ 64.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 112.000,00 ;R$ 0,00 
PI;ALEGRETE DO PIAUI;220027;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
PI;ALTO LONGA;220030;JAN/2025;3/12;ESTRATO 2;BOM;BOM;7;7;7;7;7;0;0;0;R$ 112.000,00 ;R$ 42.000,00 ;R$ 42.000,00 ;R$ 0,00 ;R$ 196.000,00 ;R$ 0,00 
PI;ALTOS;220040;JAN/2025;3/12;ESTRATO 1;BOM;BOM;25;20;20;20;20;0;0;0;R$ 360.000,00 ;R$ 120.000,00 ;R$ 120.000,00 ;R$ 0,00 ;R$ 600.000,00 ;R$ 0,00 
PI;ALVORADA DO GURGUEIA;220045;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
PI;AMARANTE;220050;JAN/2025;3/12;ESTRATO 2;BOM;BOM;9;9;9;9;9;0;0;0;R$ 144.000,00 ;R$ 54.000,00 ;R$ 54.000,00 ;R$ 0,00 ;R$ 252.000,00 ;R$ 0,00 
PI;ANGICAL DO PIAUI;220060;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
PI;ANISIO DE ABREU;220070;JAN/2025;3/12;ESTRATO 2;BOM;BOM;5;5;5;5;5;0;0;0;R$ 80.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 140.000,00 ;R$ 0,00 
PI;ANTONIO ALMEIDA;220080;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
PI;AROAZES;220090;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
PI;AROEIRAS DO ITAIM;220095;JAN/2025;3/12;ESTRATO 2;BOM;BOM;1;1;1;1;1;0;0;0;R$ 16.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 28.000,00 ;R$ 0,00 
PI;ARRAIAL;220100;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;ASSUNCAO DO PIAUI;220105;JAN/2025;3/12;ESTRATO 1;BOM;BOM;4;4;4;4;4;0;0;0;R$ 72.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 120.000,00 ;R$ 0,00 
PI;AVELINO LOPES;220110;JAN/2025;3/12;ESTRATO 1;BOM;BOM;6;6;6;6;6;0;0;0;R$ 108.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 180.000,00 ;R$ 0,00 
PI;BAIXA GRANDE DO RIBEIRO;220115;JAN/2025;3/12;ESTRATO 1;BOM;BOM;7;6;6;6;6;0;0;0;R$ 108.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 180.000,00 ;R$ 0,00 
PI;BARRA D'ALCANTARA;220117;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;BARRAS;220120;JAN/2025;3/12;ESTRATO 2;BOM;BOM;25;22;22;22;22;0;0;0;R$ 352.000,00 ;R$ 132.000,00 ;R$ 132.000,00 ;R$ 0,00 ;R$ 616.000,00 ;R$ 0,00 
PI;BARREIRAS DO PIAUI;220130;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;BARRO DURO;220140;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;4;4;4;4;0;0;0;R$ 64.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 112.000,00 ;R$ 0,00 
PI;BATALHA;220150;JAN/2025;3/12;ESTRATO 1;BOM;BOM;14;13;13;13;13;0;0;0;R$ 234.000,00 ;R$ 78.000,00 ;R$ 78.000,00 ;R$ 0,00 ;R$ 390.000,00 ;R$ 0,00 
PI;BELA VISTA DO PIAUI;220155;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;BELEM DO PIAUI;220157;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;2;2;2;2;0;0;0;R$ 36.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 60.000,00 ;R$ 0,00 
PI;BENEDITINOS;220160;JAN/2025;3/12;ESTRATO 2;BOM;BOM;5;5;5;5;5;0;0;0;R$ 80.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 140.000,00 ;R$ 0,00 
PI;BERTOLINIA;220170;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
PI;BETANIA DO PIAUI;220173;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
PI;BOA HORA;220177;JAN/2025;3/12;ESTRATO 1;BOM;BOM;4;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
PI;BOCAINA;220180;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
PI;BOM JESUS;220190;JAN/2025;3/12;ESTRATO 3;BOM;BOM;15;13;13;13;13;0;0;0;R$ 182.000,00 ;R$ 78.000,00 ;R$ 78.000,00 ;R$ 0,00 ;R$ 338.000,00 ;R$ 0,00 
PI;BOM PRINCIPIO DO PIAUI;220191;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
PI;BONFIM DO PIAUI;220192;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
PI;BOQUEIRAO DO PIAUI;220194;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
PI;BRASILEIRA;220196;JAN/2025;3/12;ESTRATO 3;BOM;BOM;4;4;4;4;4;0;0;0;R$ 56.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 104.000,00 ;R$ 0,00 
PI;BREJO DO PIAUI;220198;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;BURITI DOS LOPES;220200;JAN/2025;3/12;ESTRATO 1;BOM;BOM;10;10;10;10;10;0;0;0;R$ 180.000,00 ;R$ 60.000,00 ;R$ 60.000,00 ;R$ 0,00 ;R$ 300.000,00 ;R$ 0,00 
PI;BURITI DOS MONTES;220202;JAN/2025;3/12;ESTRATO 2;BOM;BOM;4;4;4;4;4;0;0;0;R$ 64.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 112.000,00 ;R$ 0,00 
PI;CABECEIRAS DO PIAUI;220205;JAN/2025;3/12;ESTRATO 2;BOM;BOM;5;5;5;5;3;0;2;0;R$ 64.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 112.000,00 ;R$ 0,00 
PI;CAJAZEIRAS DO PIAUI;220207;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;CAJUEIRO DA PRAIA;220208;JAN/2025;3/12;ESTRATO 1;BOM;BOM;4;4;4;4;4;0;0;0;R$ 72.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 120.000,00 ;R$ 0,00 
PI;CALDEIRAO GRANDE DO PIAUI;220209;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
PI;CAMPINAS DO PIAUI;220210;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;3;3;3;3;0;0;0;R$ 42.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 78.000,00 ;R$ 0,00 
PI;CAMPO ALEGRE DO FIDALGO;220211;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
PI;CAMPO GRANDE DO PIAUI;220213;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
PI;CAMPO LARGO DO PIAUI;220217;JAN/2025;3/12;ESTRATO 1;BOM;BOM;4;4;4;4;4;0;0;0;R$ 72.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 120.000,00 ;R$ 0,00 
PI;CAMPO MAIOR;220220;JAN/2025;3/12;ESTRATO 3;BOM;BOM;24;21;21;21;21;0;0;0;R$ 294.000,00 ;R$ 126.000,00 ;R$ 126.000,00 ;R$ 0,00 ;R$ 546.000,00 ;R$ 0,00 
PI;CANAVIEIRA;220225;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;2;2;2;2;0;0;0;R$ 36.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 60.000,00 ;R$ 0,00 
PI;CANTO DO BURITI;220230;JAN/2025;3/12;ESTRATO 2;BOM;BOM;10;11;11;11;11;0;0;0;R$ 176.000,00 ;R$ 66.000,00 ;R$ 66.000,00 ;R$ 0,00 ;R$ 308.000,00 ;R$ 0,00 
PI;CAPITAO DE CAMPOS;220240;JAN/2025;3/12;ESTRATO 2;BOM;BOM;6;6;6;6;6;0;0;0;R$ 96.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 168.000,00 ;R$ 0,00 
PI;CAPITAO GERVASIO OLIVEIRA;220245;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;CARACOL;220250;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
PI;CARAUBAS DO PIAUI;220253;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
PI;CARIDADE DO PIAUI;220255;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
PI;CASTELO DO PIAUI;220260;JAN/2025;3/12;ESTRATO 2;BOM;BOM;10;8;8;8;8;0;0;0;R$ 128.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 224.000,00 ;R$ 0,00 
PI;CAXINGO;220265;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
PI;COCAL;220270;JAN/2025;3/12;ESTRATO 1;BOM;BOM;15;14;14;14;14;0;0;0;R$ 252.000,00 ;R$ 84.000,00 ;R$ 84.000,00 ;R$ 0,00 ;R$ 420.000,00 ;R$ 0,00 
PI;COCAL DE TELHA;220271;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;2;2;2;2;0;0;0;R$ 36.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 60.000,00 ;R$ 0,00 
PI;COCAL DOS ALVES;220272;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
PI;COIVARAS;220273;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;2;2;2;2;0;0;0;R$ 36.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 60.000,00 ;R$ 0,00 
PI;COLONIA DO GURGUEIA;220275;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
PI;COLONIA DO PIAUI;220277;JAN/2025;3/12;ESTRATO 3;BOM;BOM;4;4;4;4;4;0;0;0;R$ 56.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 104.000,00 ;R$ 0,00 
PI;CONCEICAO DO CANINDE;220280;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;CORONEL JOSE DIAS;220285;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;CORRENTE;220290;JAN/2025;3/12;ESTRATO 3;BOM;BOM;14;13;13;13;13;0;0;0;R$ 182.000,00 ;R$ 78.000,00 ;R$ 78.000,00 ;R$ 0,00 ;R$ 338.000,00 ;R$ 0,00 
PI;CRISTALANDIA DO PIAUI;220300;JAN/2025;3/12;ESTRATO 2;BOM;BOM;4;4;4;4;4;0;0;0;R$ 64.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 112.000,00 ;R$ 0,00 
PI;CRISTINO CASTRO;220310;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
PI;CURIMATA;220320;JAN/2025;3/12;ESTRATO 2;BOM;BOM;6;6;6;6;6;0;0;0;R$ 96.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 168.000,00 ;R$ 0,00 
PI;CURRAIS;220323;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;2;2;2;2;0;0;0;R$ 36.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 60.000,00 ;R$ 0,00 
PI;CURRAL NOVO DO PIAUI;220327;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
PI;CURRALINHOS;220325;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;2;2;2;2;0;0;0;R$ 36.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 60.000,00 ;R$ 0,00 
PI;DEMERVAL LOBAO;220330;JAN/2025;3/12;ESTRATO 2;BOM;BOM;8;7;7;7;7;0;0;0;R$ 112.000,00 ;R$ 42.000,00 ;R$ 42.000,00 ;R$ 0,00 ;R$ 196.000,00 ;R$ 0,00 
PI;DIRCEU ARCOVERDE;220335;JAN/2025;3/12;ESTRATO 2;BOM;BOM;4;4;4;4;4;0;0;0;R$ 64.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 112.000,00 ;R$ 0,00 
PI;DOM EXPEDITO LOPES;220340;JAN/2025;3/12;ESTRATO 3;BOM;BOM;3;3;3;3;3;0;0;0;R$ 42.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 78.000,00 ;R$ 0,00 
PI;DOM INOCENCIO;220345;JAN/2025;3/12;ESTRATO 2;BOM;BOM;5;5;5;5;5;0;0;0;R$ 80.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 140.000,00 ;R$ 0,00 
PI;DOMINGOS MOURAO;220342;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;ELESBAO VELOSO;220350;JAN/2025;3/12;ESTRATO 2;BOM;BOM;7;7;7;7;7;0;0;0;R$ 112.000,00 ;R$ 42.000,00 ;R$ 42.000,00 ;R$ 0,00 ;R$ 196.000,00 ;R$ 0,00 
PI;ELISEU MARTINS;220360;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
PI;ESPERANTINA;220370;JAN/2025;3/12;ESTRATO 2;BOM;BOM;21;19;19;19;19;0;0;0;R$ 304.000,00 ;R$ 114.000,00 ;R$ 114.000,00 ;R$ 0,00 ;R$ 532.000,00 ;R$ 0,00 
PI;FARTURA DO PIAUI;220375;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
PI;FLORES DO PIAUI;220380;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;FLORESTA DO PIAUI;220385;JAN/2025;3/12;ESTRATO 2;BOM;BOM;1;1;1;1;1;0;0;0;R$ 16.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 28.000,00 ;R$ 0,00 
PI;FLORIANO;220390;JAN/2025;3/12;ESTRATO 4;BOM;BOM;32;26;26;26;26;0;0;0;R$ 312.000,00 ;R$ 156.000,00 ;R$ 156.000,00 ;R$ 0,00 ;R$ 624.000,00 ;R$ 0,00 
PI;FRANCINOPOLIS;220400;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
PI;FRANCISCO AYRES;220410;JAN/2025;3/12;ESTRATO 3;BOM;BOM;2;2;2;2;2;0;0;0;R$ 28.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 52.000,00 ;R$ 0,00 
PI;FRANCISCO MACEDO;220415;JAN/2025;3/12;ESTRATO 2;BOM;BOM;1;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;FRANCISCO SANTOS;220420;JAN/2025;3/12;ESTRATO 3;BOM;BOM;4;5;5;5;5;0;0;0;R$ 70.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 130.000,00 ;R$ 0,00 
PI;FRONTEIRAS;220430;JAN/2025;3/12;ESTRATO 2;BOM;BOM;5;6;6;6;6;0;0;0;R$ 96.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 168.000,00 ;R$ 0,00 
PI;GEMINIANO;220435;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
PI;GILBUES;220440;JAN/2025;3/12;ESTRATO 1;BOM;BOM;6;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
PI;GUADALUPE;220450;JAN/2025;3/12;ESTRATO 3;BOM;BOM;5;5;5;5;5;0;0;0;R$ 70.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 130.000,00 ;R$ 0,00 
PI;GUARIBAS;220455;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;HUGO NAPOLEAO;220460;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;ILHA GRANDE;220465;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
PI;INHUMA;220470;JAN/2025;3/12;ESTRATO 3;BOM;BOM;8;8;8;8;8;0;0;0;R$ 112.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 208.000,00 ;R$ 0,00 
PI;IPIRANGA DO PIAUI;220480;JAN/2025;3/12;ESTRATO 3;BOM;BOM;5;5;5;5;5;0;0;0;R$ 70.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 130.000,00 ;R$ 0,00 
PI;ISAIAS COELHO;220490;JAN/2025;3/12;ESTRATO 1;BOM;BOM;4;4;4;4;4;0;0;0;R$ 72.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 120.000,00 ;R$ 0,00 
PI;ITAINOPOLIS;220500;JAN/2025;3/12;ESTRATO 2;BOM;BOM;5;6;6;6;6;0;0;0;R$ 96.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 168.000,00 ;R$ 0,00 
PI;ITAUEIRA;220510;JAN/2025;3/12;ESTRATO 3;BOM;BOM;5;6;6;6;6;0;0;0;R$ 84.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 156.000,00 ;R$ 0,00 
PI;JACOBINA DO PIAUI;220515;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
PI;JAICOS;220520;JAN/2025;3/12;ESTRATO 1;BOM;BOM;9;10;10;10;10;0;0;0;R$ 180.000,00 ;R$ 60.000,00 ;R$ 60.000,00 ;R$ 0,00 ;R$ 300.000,00 ;R$ 0,00 
PI;JARDIM DO MULATO;220525;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;JATOBA DO PIAUI;220527;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
PI;JERUMENHA;220530;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;2;2;2;2;0;0;0;R$ 36.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 60.000,00 ;R$ 0,00 
PI;JOAO COSTA;220535;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;2;2;2;2;0;0;0;R$ 36.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 60.000,00 ;R$ 0,00 
PI;JOAQUIM PIRES;220540;JAN/2025;3/12;ESTRATO 2;BOM;BOM;7;7;7;7;7;0;0;0;R$ 112.000,00 ;R$ 42.000,00 ;R$ 42.000,00 ;R$ 0,00 ;R$ 196.000,00 ;R$ 0,00 
PI;JOCA MARQUES;220545;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
