UF;MUNICÍPIO;IBGE;Comp. CNES;Parcela;Indicador de Equidade e Dimensionamento;Classificação Componente Vínculo;Classificação Componente Qualidade;Teto eSF;Qtde. eSF Credenciadas;Qtde. eSF Homologadas;Qtde. eSF Pagas;Qtde. eSF Completas;Qtde. eSF Incompletas - 75%;Qtde. eSF Incompletas - 50%;Qtde. eSF Incompletas - 25%;Componente Equidade eSF;Vínculo e Acompanhamento territorial eSF;Qualidade eSF;Parcela Adicional - Qualidade;Valor Total eSF;Implantação eSF
AC;ACRELANDIA;120001;JAN/2025;3/12;ESTRATO 2;BOM;BOM;7;6;6;6;6;0;0;0;R$ 96.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 168.000,00 ;R$ 0,00 
AC;ASSIS BRASIL;120005;JAN/2025;3/12;ESTRATO 2;BOM;BOM;4;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
AC;BRASILEIA;120010;JAN/2025;3/12;ESTRATO 2;BOM;BOM;14;9;9;9;9;0;0;0;R$ 144.000,00 ;R$ 54.000,00 ;R$ 54.000,00 ;R$ 0,00 ;R$ 252.000,00 ;R$ 0,00 
AC;BUJARI;120013;JAN/2025;3/12;ESTRATO 2;BOM;BOM;7;5;4;4;4;0;0;0;R$ 64.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 112.000,00 ;R$ 0,00 
AC;CAPIXABA;120017;JAN/2025;3/12;ESTRATO 2;BOM;BOM;5;5;5;5;5;0;0;0;R$ 80.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 140.000,00 ;R$ 0,00 
AC;CRUZEIRO DO SUL;120020;JAN/2025;3/12;ESTRATO 3;BOM;BOM;49;31;32;32;32;0;0;0;R$ 448.000,00 ;R$ 192.000,00 ;R$ 192.000,00 ;R$ 0,00 ;R$ 832.000,00 ;R$ 0,00 
AC;EPITACIOLANDIA;120025;JAN/2025;3/12;ESTRATO 2;BOM;BOM;10;8;8;8;8;0;0;0;R$ 128.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 224.000,00 ;R$ 0,00 
AC;FEIJO;120030;JAN/2025;3/12;ESTRATO 1;BOM;BOM;19;8;8;8;8;0;0;0;R$ 144.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 240.000,00 ;R$ 0,00 
AC;JORDAO;120032;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;3;2;2;2;0;0;0;R$ 36.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 60.000,00 ;R$ 0,00 
AC;MANCIO LIMA;120033;JAN/2025;3/12;ESTRATO 1;BOM;BOM;10;7;7;7;7;0;0;0;R$ 126.000,00 ;R$ 42.000,00 ;R$ 42.000,00 ;R$ 0,00 ;R$ 210.000,00 ;R$ 0,00 
AC;MANOEL URBANO;120034;JAN/2025;3/12;ESTRATO 1;BOM;BOM;6;4;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
AC;MARECHAL THAUMATURGO;120035;JAN/2025;3/12;ESTRATO 1;BOM;BOM;9;6;3;2;2;0;0;0;R$ 36.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 60.000,00 ;R$ 0,00 
AC;PLACIDO DE CASTRO;120038;JAN/2025;3/12;ESTRATO 2;BOM;BOM;9;8;8;8;8;0;0;0;R$ 128.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 224.000,00 ;R$ 0,00 
AC;PORTO ACRE;120080;JAN/2025;3/12;ESTRATO 2;BOM;BOM;9;5;5;5;5;0;0;0;R$ 80.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 140.000,00 ;R$ 0,00 
AC;PORTO WALTER;120039;JAN/2025;3/12;ESTRATO 1;BOM;BOM;6;4;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
AC;RIO BRANCO;120040;JAN/2025;3/12;ESTRATO 4;BOM;BOM;194;82;82;82;75;2;4;1;R$ 945.000,00 ;R$ 472.500,00 ;R$ 472.500,00 ;R$ 0,00 ;R$ 1.890.000,00 ;R$ 0,00 
AC;RODRIGUES ALVES;120042;JAN/2025;3/12;ESTRATO 1;BOM;BOM;8;9;9;9;7;0;2;0;R$ 144.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 240.000,00 ;R$ 0,00 
AC;SANTA ROSA DO PURUS;120043;JAN/2025;3/12;ESTRATO 1;BOM;BOM;4;3;3;3;2;0;1;0;R$ 45.000,00 ;R$ 15.000,00 ;R$ 15.000,00 ;R$ 0,00 ;R$ 75.000,00 ;R$ 0,00 
AC;SENA MADUREIRA;120050;JAN/2025;3/12;ESTRATO 1;BOM;BOM;22;12;13;13;13;0;0;0;R$ 234.000,00 ;R$ 78.000,00 ;R$ 78.000,00 ;R$ 0,00 ;R$ 390.000,00 ;R$ 0,00 
AC;SENADOR GUIOMARD;120045;JAN/2025;3/12;ESTRATO 2;BOM;BOM;11;8;8;8;8;0;0;0;R$ 128.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 224.000,00 ;R$ 0,00 
AC;TARAUACA;120060;JAN/2025;3/12;ESTRATO 1;BOM;BOM;23;13;13;13;13;0;0;0;R$ 234.000,00 ;R$ 78.000,00 ;R$ 78.000,00 ;R$ 0,00 ;R$ 390.000,00 ;R$ 0,00 
AC;XAPURI;120070;JAN/2025;3/12;ESTRATO 2;BOM;BOM;10;7;7;7;7;0;0;0;R$ 112.000,00 ;R$ 42.000,00 ;R$ 42.000,00 ;R$ 0,00 ;R$ 196.000,00 ;R$ 0,00 
AL;AGUA BRANCA;270010;JAN/2025;3/12;ESTRATO 1;BOM;BOM;10;9;9;9;9;0;0;0;R$ 162.000,00 ;R$ 54.000,00 ;R$ 54.000,00 ;R$ 0,00 ;R$ 270.000,00 ;R$ 0,00 
AL;ANADIA;270020;JAN/2025;3/12;ESTRATO 1;BOM;BOM;7;9;9;9;9;0;0;0;R$ 162.000,00 ;R$ 54.000,00 ;R$ 54.000,00 ;R$ 0,00 ;R$ 270.000,00 ;R$ 0,00 
AL;ARAPIRACA;270030;JAN/2025;3/12;ESTRATO 4;BOM;BOM;122;75;75;75;75;0;0;0;R$ 900.000,00 ;R$ 450.000,00 ;R$ 450.000,00 ;R$ 0,00 ;R$ 1.800.000,00 ;R$ 0,00 
AL;ATALAIA;270040;JAN/2025;3/12;ESTRATO 1;BOM;BOM;19;16;16;16;16;0;0;0;R$ 288.000,00 ;R$ 96.000,00 ;R$ 96.000,00 ;R$ 0,00 ;R$ 480.000,00 ;R$ 0,00 
AL;BARRA DE SANTO ANTONIO;270050;JAN/2025;3/12;ESTRATO 1;BOM;BOM;8;6;6;6;6;0;0;0;R$ 108.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 180.000,00 ;R$ 0,00 
AL;BARRA DE SAO MIGUEL;270060;JAN/2025;3/12;ESTRATO 3;BOM;BOM;4;4;4;4;4;0;0;0;R$ 56.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 104.000,00 ;R$ 0,00 
AL;BATALHA;270070;JAN/2025;3/12;ESTRATO 2;BOM;BOM;9;7;7;7;7;0;0;0;R$ 112.000,00 ;R$ 42.000,00 ;R$ 42.000,00 ;R$ 0,00 ;R$ 196.000,00 ;R$ 0,00 
AL;BELEM;270080;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;2;2;2;2;0;0;0;R$ 36.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 60.000,00 ;R$ 0,00 
AL;BELO MONTE;270090;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
AL;BOCA DA MATA;270100;JAN/2025;3/12;ESTRATO 2;BOM;BOM;11;11;11;11;11;0;0;0;R$ 176.000,00 ;R$ 66.000,00 ;R$ 66.000,00 ;R$ 0,00 ;R$ 308.000,00 ;R$ 0,00 
AL;BRANQUINHA;270110;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
AL;CACIMBINHAS;270120;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
AL;CAJUEIRO;270130;JAN/2025;3/12;ESTRATO 1;BOM;BOM;8;9;9;9;9;0;0;0;R$ 162.000,00 ;R$ 54.000,00 ;R$ 54.000,00 ;R$ 0,00 ;R$ 270.000,00 ;R$ 0,00 
AL;CAMPESTRE;270135;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
AL;CAMPO ALEGRE;270140;JAN/2025;3/12;ESTRATO 1;BOM;BOM;16;11;11;11;11;0;0;0;R$ 198.000,00 ;R$ 66.000,00 ;R$ 66.000,00 ;R$ 0,00 ;R$ 330.000,00 ;R$ 0,00 
AL;CAMPO GRANDE;270150;JAN/2025;3/12;ESTRATO 1;BOM;BOM;4;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
AL;CANAPI;270160;JAN/2025;3/12;ESTRATO 1;BOM;BOM;8;7;7;7;7;0;0;0;R$ 126.000,00 ;R$ 42.000,00 ;R$ 42.000,00 ;R$ 0,00 ;R$ 210.000,00 ;R$ 0,00 
AL;CAPELA;270170;JAN/2025;3/12;ESTRATO 2;BOM;BOM;8;8;8;8;8;0;0;0;R$ 128.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 224.000,00 ;R$ 0,00 
AL;CARNEIROS;270180;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;4;4;4;4;0;0;0;R$ 72.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 120.000,00 ;R$ 0,00 
AL;CHA PRETA;270190;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;4;4;4;4;0;0;0;R$ 64.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 112.000,00 ;R$ 0,00 
AL;COITE DO NOIA;270200;JAN/2025;3/12;ESTRATO 1;BOM;BOM;6;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
AL;COLONIA LEOPOLDINA;270210;JAN/2025;3/12;ESTRATO 1;BOM;BOM;8;8;8;8;8;0;0;0;R$ 144.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 240.000,00 ;R$ 0,00 
AL;COQUEIRO SECO;270220;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
AL;CORURIPE;270230;JAN/2025;3/12;ESTRATO 3;BOM;BOM;26;20;20;20;20;0;0;0;R$ 280.000,00 ;R$ 120.000,00 ;R$ 120.000,00 ;R$ 0,00 ;R$ 520.000,00 ;R$ 0,00 
AL;CRAIBAS;270235;JAN/2025;3/12;ESTRATO 1;BOM;BOM;13;11;11;11;11;0;0;0;R$ 198.000,00 ;R$ 66.000,00 ;R$ 66.000,00 ;R$ 0,00 ;R$ 330.000,00 ;R$ 0,00 
AL;DELMIRO GOUVEIA;270240;JAN/2025;3/12;ESTRATO 3;BOM;BOM;26;21;21;21;21;0;0;0;R$ 294.000,00 ;R$ 126.000,00 ;R$ 126.000,00 ;R$ 0,00 ;R$ 546.000,00 ;R$ 0,00 
AL;DOIS RIACHOS;270250;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
AL;ESTRELA DE ALAGOAS;270255;JAN/2025;3/12;ESTRATO 1;BOM;BOM;8;7;7;7;7;0;0;0;R$ 126.000,00 ;R$ 42.000,00 ;R$ 42.000,00 ;R$ 0,00 ;R$ 210.000,00 ;R$ 0,00 
AL;FEIRA GRANDE;270260;JAN/2025;3/12;ESTRATO 2;BOM;BOM;12;8;8;8;8;0;0;0;R$ 128.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 224.000,00 ;R$ 0,00 
AL;FELIZ DESERTO;270270;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;2;2;2;2;0;0;0;R$ 36.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 60.000,00 ;R$ 0,00 
AL;FLEXEIRAS;270280;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
AL;GIRAU DO PONCIANO;270290;JAN/2025;3/12;ESTRATO 1;BOM;BOM;19;13;13;13;13;0;0;0;R$ 234.000,00 ;R$ 78.000,00 ;R$ 78.000,00 ;R$ 0,00 ;R$ 390.000,00 ;R$ 0,00 
AL;IBATEGUARA;270300;JAN/2025;3/12;ESTRATO 1;BOM;BOM;7;6;6;6;6;0;0;0;R$ 108.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 180.000,00 ;R$ 0,00 
AL;IGACI;270310;JAN/2025;3/12;ESTRATO 1;BOM;BOM;12;12;12;12;12;0;0;0;R$ 216.000,00 ;R$ 72.000,00 ;R$ 72.000,00 ;R$ 0,00 ;R$ 360.000,00 ;R$ 0,00 
AL;IGREJA NOVA;270320;JAN/2025;3/12;ESTRATO 2;BOM;BOM;11;10;10;10;9;0;1;0;R$ 152.000,00 ;R$ 57.000,00 ;R$ 57.000,00 ;R$ 0,00 ;R$ 266.000,00 ;R$ 0,00 
AL;INHAPI;270330;JAN/2025;3/12;ESTRATO 1;BOM;BOM;8;9;9;9;9;0;0;0;R$ 162.000,00 ;R$ 54.000,00 ;R$ 54.000,00 ;R$ 0,00 ;R$ 270.000,00 ;R$ 0,00 
AL;JACARE DOS HOMENS;270340;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
AL;JACUIPE;270350;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
AL;JAPARATINGA;270360;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;4;4;4;4;0;0;0;R$ 72.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 120.000,00 ;R$ 0,00 
AL;JARAMATAIA;270370;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
AL;JEQUIA DA PRAIA;270375;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;6;6;6;6;0;0;0;R$ 108.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 180.000,00 ;R$ 0,00 
AL;JOAQUIM GOMES;270380;JAN/2025;3/12;ESTRATO 1;BOM;BOM;9;8;8;8;8;0;0;0;R$ 144.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 240.000,00 ;R$ 0,00 
AL;JUNDIA;270390;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;2;2;2;2;0;0;0;R$ 36.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 60.000,00 ;R$ 0,00 
AL;JUNQUEIRO;270400;JAN/2025;3/12;ESTRATO 2;BOM;BOM;12;12;12;12;12;0;0;0;R$ 192.000,00 ;R$ 72.000,00 ;R$ 72.000,00 ;R$ 0,00 ;R$ 336.000,00 ;R$ 0,00 
AL;LAGOA DA CANOA;270410;JAN/2025;3/12;ESTRATO 2;BOM;BOM;9;9;9;9;9;0;0;0;R$ 144.000,00 ;R$ 54.000,00 ;R$ 54.000,00 ;R$ 0,00 ;R$ 252.000,00 ;R$ 0,00 
AL;LIMOEIRO DE ANADIA;270420;JAN/2025;3/12;ESTRATO 1;BOM;BOM;13;14;14;14;14;0;0;0;R$ 252.000,00 ;R$ 84.000,00 ;R$ 84.000,00 ;R$ 0,00 ;R$ 420.000,00 ;R$ 0,00 
AL;MACEIO;270430;JAN/2025;3/12;ESTRATO 4;BOM;BOM;497;157;155;155;152;0;3;0;R$ 1.842.000,00 ;R$ 921.000,00 ;R$ 921.000,00 ;R$ 0,00 ;R$ 3.684.000,00 ;R$ 1.770.000,00 
AL;MAJOR ISIDORO;270440;JAN/2025;3/12;ESTRATO 1;BOM;BOM;9;7;7;7;7;0;0;0;R$ 126.000,00 ;R$ 42.000,00 ;R$ 42.000,00 ;R$ 0,00 ;R$ 210.000,00 ;R$ 0,00 
AL;MAR VERMELHO;270490;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;2;2;2;2;0;0;0;R$ 32.000,00 ;R$ 12.000,00 ;R$ 12.000,00 ;R$ 0,00 ;R$ 56.000,00 ;R$ 0,00 
AL;MARAGOGI;270450;JAN/2025;3/12;ESTRATO 2;BOM;BOM;17;14;14;14;14;0;0;0;R$ 224.000,00 ;R$ 84.000,00 ;R$ 84.000,00 ;R$ 0,00 ;R$ 392.000,00 ;R$ 0,00 
AL;MARAVILHA;270460;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;4;4;4;4;0;0;0;R$ 72.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 120.000,00 ;R$ 0,00 
AL;MARECHAL DEODORO;270470;JAN/2025;3/12;ESTRATO 3;BOM;BOM;31;20;20;20;20;0;0;0;R$ 280.000,00 ;R$ 120.000,00 ;R$ 120.000,00 ;R$ 0,00 ;R$ 520.000,00 ;R$ 0,00 
AL;MARIBONDO;270480;JAN/2025;3/12;ESTRATO 2;BOM;BOM;7;5;5;5;5;0;0;0;R$ 80.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 140.000,00 ;R$ 0,00 
AL;MATA GRANDE;270500;JAN/2025;3/12;ESTRATO 1;BOM;BOM;11;9;9;9;9;0;0;0;R$ 162.000,00 ;R$ 54.000,00 ;R$ 54.000,00 ;R$ 0,00 ;R$ 270.000,00 ;R$ 0,00 
AL;MATRIZ DE CAMARAGIBE;270510;JAN/2025;3/12;ESTRATO 1;BOM;BOM;12;11;11;11;11;0;0;0;R$ 198.000,00 ;R$ 66.000,00 ;R$ 66.000,00 ;R$ 0,00 ;R$ 330.000,00 ;R$ 0,00 
AL;MESSIAS;270520;JAN/2025;3/12;ESTRATO 1;BOM;BOM;8;6;6;6;6;0;0;0;R$ 108.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 180.000,00 ;R$ 0,00 
AL;MINADOR DO NEGRAO;270530;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
AL;MONTEIROPOLIS;270540;JAN/2025;3/12;ESTRATO 1;BOM;BOM;4;4;4;4;4;0;0;0;R$ 72.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 120.000,00 ;R$ 0,00 
AL;MURICI;270550;JAN/2025;3/12;ESTRATO 1;BOM;BOM;13;11;11;11;11;0;0;0;R$ 198.000,00 ;R$ 66.000,00 ;R$ 66.000,00 ;R$ 0,00 ;R$ 330.000,00 ;R$ 0,00 
AL;NOVO LINO;270560;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
AL;OLHO D'AGUA DAS FLORES;270570;JAN/2025;3/12;ESTRATO 2;BOM;BOM;11;8;8;8;8;0;0;0;R$ 128.000,00 ;R$ 48.000,00 ;R$ 48.000,00 ;R$ 0,00 ;R$ 224.000,00 ;R$ 0,00 
AL;OLHO D'AGUA DO CASADO;270580;JAN/2025;3/12;ESTRATO 1;BOM;BOM;4;4;4;4;4;0;0;0;R$ 72.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 120.000,00 ;R$ 0,00 
AL;OLHO D'AGUA GRANDE;270590;JAN/2025;3/12;ESTRATO 1;BOM;BOM;2;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
AL;OLIVENCA;270600;JAN/2025;3/12;ESTRATO 1;BOM;BOM;6;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
AL;OURO BRANCO;270610;JAN/2025;3/12;ESTRATO 1;BOM;BOM;6;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
AL;PALESTINA;270620;JAN/2025;3/12;ESTRATO 2;BOM;BOM;2;3;3;3;3;0;0;0;R$ 48.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 84.000,00 ;R$ 0,00 
AL;PALMEIRA DOS INDIOS;270630;JAN/2025;3/12;ESTRATO 3;BOM;BOM;37;23;23;23;23;0;0;0;R$ 322.000,00 ;R$ 138.000,00 ;R$ 138.000,00 ;R$ 0,00 ;R$ 598.000,00 ;R$ 0,00 
AL;PAO DE ACUCAR;270640;JAN/2025;3/12;ESTRATO 2;BOM;BOM;12;10;10;10;10;0;0;0;R$ 160.000,00 ;R$ 60.000,00 ;R$ 60.000,00 ;R$ 0,00 ;R$ 280.000,00 ;R$ 0,00 
AL;PARICONHA;270642;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;5;5;5;5;0;0;0;R$ 90.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 150.000,00 ;R$ 0,00 
AL;PARIPUEIRA;270644;JAN/2025;3/12;ESTRATO 2;BOM;BOM;7;5;5;5;5;0;0;0;R$ 80.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 140.000,00 ;R$ 0,00 
AL;PASSO DE CAMARAGIBE;270650;JAN/2025;3/12;ESTRATO 1;BOM;BOM;7;6;6;6;6;0;0;0;R$ 108.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 180.000,00 ;R$ 0,00 
AL;PAULO JACINTO;270660;JAN/2025;3/12;ESTRATO 2;BOM;BOM;3;4;4;4;4;0;0;0;R$ 64.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 112.000,00 ;R$ 0,00 
AL;PENEDO;270670;JAN/2025;3/12;ESTRATO 3;BOM;BOM;30;20;20;20;20;0;0;0;R$ 280.000,00 ;R$ 120.000,00 ;R$ 120.000,00 ;R$ 0,00 ;R$ 520.000,00 ;R$ 0,00 
AL;PIACABUCU;270680;JAN/2025;3/12;ESTRATO 2;BOM;BOM;8;6;6;6;6;0;0;0;R$ 96.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 168.000,00 ;R$ 0,00 
AL;PILAR;270690;JAN/2025;3/12;ESTRATO 2;BOM;BOM;18;13;13;13;13;0;0;0;R$ 208.000,00 ;R$ 78.000,00 ;R$ 78.000,00 ;R$ 0,00 ;R$ 364.000,00 ;R$ 0,00 
AL;PINDOBA;270700;JAN/2025;3/12;ESTRATO 2;BOM;BOM;1;1;1;1;1;0;0;0;R$ 16.000,00 ;R$ 6.000,00 ;R$ 6.000,00 ;R$ 0,00 ;R$ 28.000,00 ;R$ 0,00 
AL;PIRANHAS;270710;JAN/2025;3/12;ESTRATO 1;BOM;BOM;12;7;7;7;7;0;0;0;R$ 126.000,00 ;R$ 42.000,00 ;R$ 42.000,00 ;R$ 0,00 ;R$ 210.000,00 ;R$ 0,00 
AL;POCO DAS TRINCHEIRAS;270720;JAN/2025;3/12;ESTRATO 1;BOM;BOM;6;6;6;6;6;0;0;0;R$ 108.000,00 ;R$ 36.000,00 ;R$ 36.000,00 ;R$ 0,00 ;R$ 180.000,00 ;R$ 0,00 
AL;PORTO CALVO;270730;JAN/2025;3/12;ESTRATO 2;BOM;BOM;12;11;11;11;11;0;0;0;R$ 176.000,00 ;R$ 66.000,00 ;R$ 66.000,00 ;R$ 0,00 ;R$ 308.000,00 ;R$ 0,00 
AL;PORTO DE PEDRAS;270740;JAN/2025;3/12;ESTRATO 1;BOM;BOM;5;4;4;4;4;0;0;0;R$ 72.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 120.000,00 ;R$ 0,00 
AL;PORTO REAL DO COLEGIO;270750;JAN/2025;3/12;ESTRATO 1;BOM;BOM;10;9;9;9;9;0;0;0;R$ 162.000,00 ;R$ 54.000,00 ;R$ 54.000,00 ;R$ 0,00 ;R$ 270.000,00 ;R$ 0,00 
AL;QUEBRANGULO;270760;JAN/2025;3/12;ESTRATO 2;BOM;BOM;6;5;5;5;5;0;0;0;R$ 80.000,00 ;R$ 30.000,00 ;R$ 30.000,00 ;R$ 0,00 ;R$ 140.000,00 ;R$ 0,00 
AL;RIO LARGO;270770;JAN/2025;3/12;ESTRATO 3;BOM;BOM;49;32;32;32;32;0;0;0;R$ 448.000,00 ;R$ 192.000,00 ;R$ 192.000,00 ;R$ 0,00 ;R$ 832.000,00 ;R$ 0,00 
AL;ROTEIRO;270780;JAN/2025;3/12;ESTRATO 1;BOM;BOM;3;3;3;3;3;0;0;0;R$ 54.000,00 ;R$ 18.000,00 ;R$ 18.000,00 ;R$ 0,00 ;R$ 90.000,00 ;R$ 0,00 
AL;SANTA LUZIA DO NORTE;270790;JAN/2025;3/12;ESTRATO 2;BOM;BOM;4;4;4;4;4;0;0;0;R$ 64.000,00 ;R$ 24.000,00 ;R$ 24.000,00 ;R$ 0,00 ;R$ 112.000,00 ;R$ 0,00 
