CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO A PRIMEIRA CONSULTA DE PRÉ-NATAL ATÉ 12 SEMANAS DE GESTAÇÃO;TER REALIZADO PELO MENOS 07 CONSULTAS DURANTE O PERÍODO DE GESTAÇÃO PARA VALORIZAR O DIAGNÓSTICO E ACOLHIMENTO OPORTUNO;TER REALIZADO PELO MENOS 07 REGISTROS DE PRESSÃO ARTERIAL DURANTE O PERÍODO DA GESTAÇÃO;TER REALIZADO PELO MENOS 07 REGISTROS SIMULTÂNEOS DE PESO E ALTURA DURANTE O PERÍODO DA GESTAÇÃO;TER REGISTRO DE PELO MENOS 03 VISITAS DOMICILIARES DO ACS/TACS, APÓS A PRIMEIRA CONSULTA DO PRÉ-NATAL;TER REGISTRO DE UMA DOSE DE DTPA A PARTIR DA 20ª SEMANA DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS, HIV E HEPATITES B E C REALIZADOS NO PRIMEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS E HIV REALIZADOS NO TERCEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 VISITA DOMICILIAR POR ACS/TACS REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 AVALIAÇÃO ODONTOLÓGICA REALIZADA DURANTE O PERÍODO DA GESTAÇÃO POR PROFISSIONAL CIRURGIÃ(ÃO) DENTISTA OU TÉCNICA(O) EM SAÚDE BUCAL OU AUXILIAR DE SAÚDE BUCA;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;PONTUAÇÃO
3023184;POSTO DE SAUDE JUCA CABRAL ITAPACI;CENTRO DE SAUDE/UNIDADE BASICA;461504;ESF 02;eSF;ITAPACI;SÃO PATRÍCIO I;JANEIRO;Cuidado com a Gestante e Puérpera;31;12;8;7;7;10;23;6;8;2;16;1201;36;33,36
2769433;POSTO DE SAUDE DR ALVARO PEIXOTO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;461490;ESF 04;eSF;ITAPACI;SÃO PATRÍCIO I;JANEIRO;Cuidado com a Gestante e Puérpera;16;13;8;6;10;9;10;3;3;2;14;862;18;47,89
2550598;CENTRO DE SAUDE DR JAIR RODRIGUES DA CUNHA;CENTRO DE SAUDE/UNIDADE BASICA;461482;ESF 03;eSF;ITAPACI;SÃO PATRÍCIO I;JANEIRO;Cuidado com a Gestante e Puérpera;11;2;6;5;2;5;5;1;0;2;8;434;12;36,17
9509569;POSTO DE SAUDE DR RICARDO CESAR SEBA;CENTRO DE SAUDE/UNIDADE BASICA;461466;ESF 05;eSF;ITAPACI;SÃO PATRÍCIO I;JANEIRO;Cuidado com a Gestante e Puérpera;30;18;18;17;15;15;28;10;4;1;13;1551;32;48,47
5030501;POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO;CENTRO DE SAUDE/UNIDADE BASICA;461520;ESF 01;eSF;ITAPACI;SÃO PATRÍCIO I;JANEIRO;Cuidado com a Gestante e Puérpera;22;19;10;3;6;14;3;2;1;0;20;922;23;40,09
3768597;POSTO DE SAUDE ELIAS SALVADOR DE MOURA;CENTRO DE SAUDE/UNIDADE BASICA;461512;ESF 06;eSF;ITAPACI;SÃO PATRÍCIO I;JANEIRO;Cuidado com a Gestante e Puérpera;28;8;8;10;15;15;16;8;5;4;27;1324;29;45,66
3023184;POSTO DE SAUDE JUCA CABRAL ITAPACI;CENTRO DE SAUDE/UNIDADE BASICA;461504;ESF 02;eSF;ITAPACI;SÃO PATRÍCIO I;FEVEREIRO;Cuidado com a Gestante e Puérpera;31;12;9;7;8;10;23;3;9;2;15;1192;34;35,06
2769433;POSTO DE SAUDE DR ALVARO PEIXOTO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;461490;ESF 04;eSF;ITAPACI;SÃO PATRÍCIO I;FEVEREIRO;Cuidado com a Gestante e Puérpera;15;13;10;8;14;11;9;3;3;3;14;942;18;52,33
2550598;CENTRO DE SAUDE DR JAIR RODRIGUES DA CUNHA;CENTRO DE SAUDE/UNIDADE BASICA;461482;ESF 03;eSF;ITAPACI;SÃO PATRÍCIO I;FEVEREIRO;Cuidado com a Gestante e Puérpera;8;3;3;3;2;6;4;1;0;1;5;332;10;33,2
9509569;POSTO DE SAUDE DR RICARDO CESAR SEBA;CENTRO DE SAUDE/UNIDADE BASICA;461466;ESF 05;eSF;ITAPACI;SÃO PATRÍCIO I;FEVEREIRO;Cuidado com a Gestante e Puérpera;30;19;19;19;17;17;27;9;4;7;13;1659;33;50,27
5030501;POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO;CENTRO DE SAUDE/UNIDADE BASICA;461520;ESF 01;eSF;ITAPACI;SÃO PATRÍCIO I;FEVEREIRO;Cuidado com a Gestante e Puérpera;20;16;9;5;9;12;3;2;1;0;18;875;21;41,67
3768597;POSTO DE SAUDE ELIAS SALVADOR DE MOURA;CENTRO DE SAUDE/UNIDADE BASICA;461512;ESF 06;eSF;ITAPACI;SÃO PATRÍCIO I;FEVEREIRO;Cuidado com a Gestante e Puérpera;24;9;7;8;13;14;10;9;4;2;23;1131;27;41,89
3023184;POSTO DE SAUDE JUCA CABRAL ITAPACI;CENTRO DE SAUDE/UNIDADE BASICA;461504;ESF 02;eSF;ITAPACI;SÃO PATRÍCIO I;MARÇO;Cuidado com a Gestante e Puérpera;29;12;9;8;12;13;24;4;9;1;16;1262;32;39,44
2769433;POSTO DE SAUDE DR ALVARO PEIXOTO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;461490;ESF 04;eSF;ITAPACI;SÃO PATRÍCIO I;MARÇO;Cuidado com a Gestante e Puérpera;14;11;8;8;12;10;6;0;1;1;15;788;19;41,47
2550598;CENTRO DE SAUDE DR JAIR RODRIGUES DA CUNHA;CENTRO DE SAUDE/UNIDADE BASICA;461482;ESF 03;eSF;ITAPACI;SÃO PATRÍCIO I;MARÇO;Cuidado com a Gestante e Puérpera;7;2;2;2;1;5;4;0;1;1;4;268;9;29,78
9509569;POSTO DE SAUDE DR RICARDO CESAR SEBA;CENTRO DE SAUDE/UNIDADE BASICA;461466;ESF 05;eSF;ITAPACI;SÃO PATRÍCIO I;MARÇO;Cuidado com a Gestante e Puérpera;29;19;20;19;21;18;26;8;4;7;15;1703;33;51,61
5030501;POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO;CENTRO DE SAUDE/UNIDADE BASICA;461520;ESF 01;eSF;ITAPACI;SÃO PATRÍCIO I;MARÇO;Cuidado com a Gestante e Puérpera;19;15;8;5;8;11;1;2;0;2;15;793;20;39,65
3768597;POSTO DE SAUDE ELIAS SALVADOR DE MOURA;CENTRO DE SAUDE/UNIDADE BASICA;461512;ESF 06;eSF;ITAPACI;SÃO PATRÍCIO I;MARÇO;Cuidado com a Gestante e Puérpera;25;10;9;12;14;16;10;10;5;4;26;1294;30;43,13
3023184;POSTO DE SAUDE JUCA CABRAL ITAPACI;CENTRO DE SAUDE/UNIDADE BASICA;461504;ESF 02;eSF;ITAPACI;SÃO PATRÍCIO I;ABRIL;Cuidado com a Gestante e Puérpera;25;12;9;9;10;14;19;3;7;2;17;1168;29;40,28
2769433;POSTO DE SAUDE DR ALVARO PEIXOTO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;461490;ESF 04;eSF;ITAPACI;SÃO PATRÍCIO I;ABRIL;Cuidado com a Gestante e Puérpera;15;12;9;8;13;12;7;0;4;2;18;915;19;48,16
2550598;CENTRO DE SAUDE DR JAIR RODRIGUES DA CUNHA;CENTRO DE SAUDE/UNIDADE BASICA;461482;ESF 03;eSF;ITAPACI;SÃO PATRÍCIO I;ABRIL;Cuidado com a Gestante e Puérpera;8;3;3;2;3;7;5;0;1;2;5;359;11;32,64
9509569;POSTO DE SAUDE DR RICARDO CESAR SEBA;CENTRO DE SAUDE/UNIDADE BASICA;461466;ESF 05;eSF;ITAPACI;SÃO PATRÍCIO I;ABRIL;Cuidado com a Gestante e Puérpera;27;17;17;17;20;17;23;9;2;7;14;1557;30;51,9
5030501;POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO;CENTRO DE SAUDE/UNIDADE BASICA;461520;ESF 01;eSF;ITAPACI;SÃO PATRÍCIO I;ABRIL;Cuidado com a Gestante e Puérpera;19;14;9;7;9;11;1;2;0;3;14;820;20;41
3768597;POSTO DE SAUDE ELIAS SALVADOR DE MOURA;CENTRO DE SAUDE/UNIDADE BASICA;461512;ESF 06;eSF;ITAPACI;SÃO PATRÍCIO I;ABRIL;Cuidado com a Gestante e Puérpera;19;8;6;9;12;12;8;6;3;2;19;955;24;39,79
3023184;POSTO DE SAUDE JUCA CABRAL ITAPACI;CENTRO DE SAUDE/UNIDADE BASICA;461504;ESF 02;eSF;ITAPACI;SÃO PATRÍCIO I;MAIO;Cuidado com a Gestante e Puérpera;24;12;9;10;9;14;19;3;6;2;17;1149;28;41,04
2769433;POSTO DE SAUDE DR ALVARO PEIXOTO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;461490;ESF 04;eSF;ITAPACI;SÃO PATRÍCIO I;MAIO;Cuidado com a Gestante e Puérpera;13;11;9;8;12;11;6;0;6;2;17;868;19;45,68
2550598;CENTRO DE SAUDE DR JAIR RODRIGUES DA CUNHA;CENTRO DE SAUDE/UNIDADE BASICA;461482;ESF 03;eSF;ITAPACI;SÃO PATRÍCIO I;MAIO;Cuidado com a Gestante e Puérpera;7;3;2;2;2;4;2;0;0;0;3;232;10;23,2
9509569;POSTO DE SAUDE DR RICARDO CESAR SEBA;CENTRO DE SAUDE/UNIDADE BASICA;461466;ESF 05;eSF;ITAPACI;SÃO PATRÍCIO I;MAIO;Cuidado com a Gestante e Puérpera;30;20;21;20;21;19;24;12;2;9;14;1758;34;51,71
5030501;POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO;CENTRO DE SAUDE/UNIDADE BASICA;461520;ESF 01;eSF;ITAPACI;SÃO PATRÍCIO I;MAIO;Cuidado com a Gestante e Puérpera;15;9;9;9;6;8;2;2;1;2;9;663;16;41,44
3768597;POSTO DE SAUDE ELIAS SALVADOR DE MOURA;CENTRO DE SAUDE/UNIDADE BASICA;461512;ESF 06;eSF;ITAPACI;SÃO PATRÍCIO I;MAIO;Cuidado com a Gestante e Puérpera;25;12;11;11;16;14;11;6;2;1;21;1195;29;41,21
3023184;POSTO DE SAUDE JUCA CABRAL ITAPACI;CENTRO DE SAUDE/UNIDADE BASICA;461504;ESF 02;eSF;ITAPACI;SÃO PATRÍCIO I;JUNHO;Cuidado com a Gestante e Puérpera;24;11;7;7;6;11;19;1;6;1;14;987;28;35,25
2769433;POSTO DE SAUDE DR ALVARO PEIXOTO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;461490;ESF 04;eSF;ITAPACI;SÃO PATRÍCIO I;JUNHO;Cuidado com a Gestante e Puérpera;14;12;9;9;12;12;5;1;7;5;17;941;18;52,28
2550598;CENTRO DE SAUDE DR JAIR RODRIGUES DA CUNHA;CENTRO DE SAUDE/UNIDADE BASICA;461482;ESF 03;eSF;ITAPACI;SÃO PATRÍCIO I;JUNHO;Cuidado com a Gestante e Puérpera;7;3;3;3;2;4;2;0;0;1;3;259;10;25,9
9509569;POSTO DE SAUDE DR RICARDO CESAR SEBA;CENTRO DE SAUDE/UNIDADE BASICA;461466;ESF 05;eSF;ITAPACI;SÃO PATRÍCIO I;JUNHO;Cuidado com a Gestante e Puérpera;26;17;17;16;17;13;22;12;3;5;12;1466;29;50,55
5030501;POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO;CENTRO DE SAUDE/UNIDADE BASICA;461520;ESF 01;eSF;ITAPACI;SÃO PATRÍCIO I;JUNHO;Cuidado com a Gestante e Puérpera;14;8;8;7;4;8;1;1;0;0;8;545;16;34,06
3768597;POSTO DE SAUDE ELIAS SALVADOR DE MOURA;CENTRO DE SAUDE/UNIDADE BASICA;461512;ESF 06;eSF;ITAPACI;SÃO PATRÍCIO I;JUNHO;Cuidado com a Gestante e Puérpera;23;10;11;8;14;14;9;7;3;3;18;1103;28;39,39
3023184;POSTO DE SAUDE JUCA CABRAL ITAPACI;CENTRO DE SAUDE/UNIDADE BASICA;461504;ESF 02;eSF;ITAPACI;SÃO PATRÍCIO I;JULHO;Cuidado com a Gestante e Puérpera;31;9;8;7;8;10;23;1;6;1;16;1111;34;32,68
2769433;POSTO DE SAUDE DR ALVARO PEIXOTO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;461490;ESF 04;eSF;ITAPACI;SÃO PATRÍCIO I;JULHO;Cuidado com a Gestante e Puérpera;14;12;8;11;12;12;4;1;8;7;15;950;18;52,78
2550598;CENTRO DE SAUDE DR JAIR RODRIGUES DA CUNHA;CENTRO DE SAUDE/UNIDADE BASICA;461482;ESF 03;eSF;ITAPACI;SÃO PATRÍCIO I;JULHO;Cuidado com a Gestante e Puérpera;7;3;3;3;2;5;2;0;2;2;3;295;10;29,5
9509569;POSTO DE SAUDE DR RICARDO CESAR SEBA;CENTRO DE SAUDE/UNIDADE BASICA;461466;ESF 05;eSF;ITAPACI;SÃO PATRÍCIO I;JULHO;Cuidado com a Gestante e Puérpera;27;14;14;13;17;11;21;11;3;5;9;1332;30;44,4
5030501;POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO;CENTRO DE SAUDE/UNIDADE BASICA;461520;ESF 01;eSF;ITAPACI;SÃO PATRÍCIO I;JULHO;Cuidado com a Gestante e Puérpera;13;8;8;8;5;7;2;1;1;2;8;580;15;38,67
3768597;POSTO DE SAUDE ELIAS SALVADOR DE MOURA;CENTRO DE SAUDE/UNIDADE BASICA;461512;ESF 06;eSF;ITAPACI;SÃO PATRÍCIO I;JULHO;Cuidado com a Gestante e Puérpera;25;12;15;11;15;13;10;9;6;5;18;1276;29;44
3023184;POSTO DE SAUDE JUCA CABRAL ITAPACI;CENTRO DE SAUDE/UNIDADE BASICA;461504;ESF 02;eSF;ITAPACI;SÃO PATRÍCIO I;AGOSTO;Cuidado com a Gestante e Puérpera;30;9;15;11;8;16;21;2;4;3;15;1236;34;36,35
2769433;POSTO DE SAUDE DR ALVARO PEIXOTO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;461490;ESF 04;eSF;ITAPACI;SÃO PATRÍCIO I;AGOSTO;Cuidado com a Gestante e Puérpera;11;7;4;6;8;8;3;0;5;3;10;596;14;42,57
2550598;CENTRO DE SAUDE DR JAIR RODRIGUES DA CUNHA;CENTRO DE SAUDE/UNIDADE BASICA;461482;ESF 03;eSF;ITAPACI;SÃO PATRÍCIO I;AGOSTO;Cuidado com a Gestante e Puérpera;6;3;2;3;1;4;1;0;2;2;2;240;8;30
9509569;POSTO DE SAUDE DR RICARDO CESAR SEBA;CENTRO DE SAUDE/UNIDADE BASICA;461466;ESF 05;eSF;ITAPACI;SÃO PATRÍCIO I;AGOSTO;Cuidado com a Gestante e Puérpera;24;13;13;13;17;13;19;11;1;7;9;1284;26;49,38
5030501;POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO;CENTRO DE SAUDE/UNIDADE BASICA;461520;ESF 01;eSF;ITAPACI;SÃO PATRÍCIO I;AGOSTO;Cuidado com a Gestante e Puérpera;12;4;4;4;4;5;2;1;1;2;6;417;15;27,8
3768597;POSTO DE SAUDE ELIAS SALVADOR DE MOURA;CENTRO DE SAUDE/UNIDADE BASICA;461512;ESF 06;eSF;ITAPACI;SÃO PATRÍCIO I;AGOSTO;Cuidado com a Gestante e Puérpera;20;10;12;10;11;11;6;7;5;5;13;1010;24;42,08
3023184;POSTO DE SAUDE JUCA CABRAL ITAPACI;CENTRO DE SAUDE/UNIDADE BASICA;461504;ESF 02;eSF;ITAPACI;SÃO PATRÍCIO I;SETEMBRO;Cuidado com a Gestante e Puérpera;36;11;18;15;10;16;25;2;3;2;13;1395;41;34,02
2769433;POSTO DE SAUDE DR ALVARO PEIXOTO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;461490;ESF 04;eSF;ITAPACI;SÃO PATRÍCIO I;SETEMBRO;Cuidado com a Gestante e Puérpera;12;5;4;7;7;6;2;0;3;3;8;525;14;37,5
2550598;CENTRO DE SAUDE DR JAIR RODRIGUES DA CUNHA;CENTRO DE SAUDE/UNIDADE BASICA;461482;ESF 03;eSF;ITAPACI;SÃO PATRÍCIO I;SETEMBRO;Cuidado com a Gestante e Puérpera;5;2;2;1;1;3;0;0;0;1;0;140;8;17,5
7334966;POSTO DE SAUDE NOVA PONTE;POSTO DE SAUDE;2533839;EAP NOVA PONTE;eAP;ITAPACI;SÃO PATRÍCIO I;SETEMBRO;Cuidado com a Gestante e Puérpera;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9509569;POSTO DE SAUDE DR RICARDO CESAR SEBA;CENTRO DE SAUDE/UNIDADE BASICA;461466;ESF 05;eSF;ITAPACI;SÃO PATRÍCIO I;SETEMBRO;Cuidado com a Gestante e Puérpera;24;12;12;12;17;12;18;9;5;4;9;1230;27;45,56
5030501;POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO;CENTRO DE SAUDE/UNIDADE BASICA;461520;ESF 01;eSF;ITAPACI;SÃO PATRÍCIO I;SETEMBRO;Cuidado com a Gestante e Puérpera;12;3;2;2;3;5;2;1;2;3;3;354;14;25,29
3768597;POSTO DE SAUDE ELIAS SALVADOR DE MOURA;CENTRO DE SAUDE/UNIDADE BASICA;461512;ESF 06;eSF;ITAPACI;SÃO PATRÍCIO I;SETEMBRO;Cuidado com a Gestante e Puérpera;19;7;8;8;8;10;2;4;3;2;7;721;23;31,35
3023184;POSTO DE SAUDE JUCA CABRAL ITAPACI;CENTRO DE SAUDE/UNIDADE BASICA;461504;ESF 02;eSF;ITAPACI;SÃO PATRÍCIO I;OUTUBRO;Cuidado com a Gestante e Puérpera;32;14;19;15;12;13;23;5;2;2;11;1364;36;37,89
2769433;POSTO DE SAUDE DR ALVARO PEIXOTO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;461490;ESF 04;eSF;ITAPACI;SÃO PATRÍCIO I;OUTUBRO;Cuidado com a Gestante e Puérpera;12;3;5;6;7;5;2;2;2;4;9;525;13;40,38
2550598;CENTRO DE SAUDE DR JAIR RODRIGUES DA CUNHA;CENTRO DE SAUDE/UNIDADE BASICA;461482;ESF 03;eSF;ITAPACI;SÃO PATRÍCIO I;OUTUBRO;Cuidado com a Gestante e Puérpera;4;4;4;5;1;8;1;4;2;1;2;328;12;27,33
7334966;POSTO DE SAUDE NOVA PONTE;POSTO DE SAUDE;2533839;EAP NOVA PONTE;eAP;ITAPACI;SÃO PATRÍCIO I;OUTUBRO;Cuidado com a Gestante e Puérpera;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9509569;POSTO DE SAUDE DR RICARDO CESAR SEBA;CENTRO DE SAUDE/UNIDADE BASICA;461466;ESF 05;eSF;ITAPACI;SÃO PATRÍCIO I;OUTUBRO;Cuidado com a Gestante e Puérpera;24;12;12;13;18;15;18;13;5;3;13;1338;26;51,46
5030501;POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO;CENTRO DE SAUDE/UNIDADE BASICA;461520;ESF 01;eSF;ITAPACI;SÃO PATRÍCIO I;OUTUBRO;Cuidado com a Gestante e Puérpera;13;3;3;2;2;4;3;0;1;1;3;328;14;23,43
3768597;POSTO DE SAUDE ELIAS SALVADOR DE MOURA;CENTRO DE SAUDE/UNIDADE BASICA;461512;ESF 06;eSF;ITAPACI;SÃO PATRÍCIO I;OUTUBRO;Cuidado com a Gestante e Puérpera;15;7;6;8;9;11;1;7;3;3;8;717;18;39,83
3023184;POSTO DE SAUDE JUCA CABRAL ITAPACI;CENTRO DE SAUDE/UNIDADE BASICA;461504;ESF 02;eSF;ITAPACI;SÃO PATRÍCIO I;NOVEMBRO;Cuidado com a Gestante e Puérpera;34;15;18;18;11;17;23;11;1;2;10;1474;38;38,79
2769433;POSTO DE SAUDE DR ALVARO PEIXOTO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;461490;ESF 04;eSF;ITAPACI;SÃO PATRÍCIO I;NOVEMBRO;Cuidado com a Gestante e Puérpera;8;4;3;4;4;4;0;3;2;1;6;359;9;39,89
2550598;CENTRO DE SAUDE DR JAIR RODRIGUES DA CUNHA;CENTRO DE SAUDE/UNIDADE BASICA;461482;ESF 03;eSF;ITAPACI;SÃO PATRÍCIO I;NOVEMBRO;Cuidado com a Gestante e Puérpera;5;4;6;5;2;8;1;4;2;2;4;392;13;30,15
7334966;POSTO DE SAUDE NOVA PONTE;POSTO DE SAUDE;2533839;EAP NOVA PONTE;eAP;ITAPACI;SÃO PATRÍCIO I;NOVEMBRO;Cuidado com a Gestante e Puérpera;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9509569;POSTO DE SAUDE DR RICARDO CESAR SEBA;CENTRO DE SAUDE/UNIDADE BASICA;461466;ESF 05;eSF;ITAPACI;SÃO PATRÍCIO I;NOVEMBRO;Cuidado com a Gestante e Puérpera;23;11;10;10;19;16;19;10;3;1;14;1247;24;51,96
5030501;POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO;CENTRO DE SAUDE/UNIDADE BASICA;461520;ESF 01;eSF;ITAPACI;SÃO PATRÍCIO I;NOVEMBRO;Cuidado com a Gestante e Puérpera;13;2;4;4;3;6;4;1;1;1;4;400;15;26,67
3768597;POSTO DE SAUDE ELIAS SALVADOR DE MOURA;CENTRO DE SAUDE/UNIDADE BASICA;461512;ESF 06;eSF;ITAPACI;SÃO PATRÍCIO I;NOVEMBRO;Cuidado com a Gestante e Puérpera;17;11;9;10;10;15;1;8;2;1;13;890;22;40,45
3023184;POSTO DE SAUDE JUCA CABRAL ITAPACI;CENTRO DE SAUDE/UNIDADE BASICA;461504;ESF 02;eSF;ITAPACI;SÃO PATRÍCIO I;DEZEMBRO;Cuidado com a Gestante e Puérpera;34;15;17;17;11;20;23;11;3;1;10;1492;38;39,26
2769433;POSTO DE SAUDE DR ALVARO PEIXOTO DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;461490;ESF 04;eSF;ITAPACI;SÃO PATRÍCIO I;DEZEMBRO;Cuidado com a Gestante e Puérpera;10;4;3;5;4;3;1;3;2;1;7;397;11;36,09
2550598;CENTRO DE SAUDE DR JAIR RODRIGUES DA CUNHA;CENTRO DE SAUDE/UNIDADE BASICA;461482;ESF 03;eSF;ITAPACI;SÃO PATRÍCIO I;DEZEMBRO;Cuidado com a Gestante e Puérpera;6;4;6;5;3;8;4;5;3;2;5;465;14;33,21
7334966;POSTO DE SAUDE NOVA PONTE;POSTO DE SAUDE;2533839;EAP NOVA PONTE;eAP;ITAPACI;SÃO PATRÍCIO I;DEZEMBRO;Cuidado com a Gestante e Puérpera;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9509569;POSTO DE SAUDE DR RICARDO CESAR SEBA;CENTRO DE SAUDE/UNIDADE BASICA;461466;ESF 05;eSF;ITAPACI;SÃO PATRÍCIO I;DEZEMBRO;Cuidado com a Gestante e Puérpera;21;10;9;9;16;15;17;8;3;1;13;1119;22;50,86
5030501;POSTO DE SAUDE FRANCISCO AGRA ALENCAR FILHO;CENTRO DE SAUDE/UNIDADE BASICA;461520;ESF 01;eSF;ITAPACI;SÃO PATRÍCIO I;DEZEMBRO;Cuidado com a Gestante e Puérpera;13;2;5;5;4;7;3;1;1;1;5;436;15;29,07
3768597;POSTO DE SAUDE ELIAS SALVADOR DE MOURA;CENTRO DE SAUDE/UNIDADE BASICA;461512;ESF 06;eSF;ITAPACI;SÃO PATRÍCIO I;DEZEMBRO;Cuidado com a Gestante e Puérpera;20;12;13;14;13;17;2;8;2;2;15;1082;26;41,62
2535017;CENTRO DE SAUDE DE MORRO AGUDO DE GOIAS;CENTRO DE SAUDE/UNIDADE BASICA;463310;PSF1;eSF;MORRO AGUDO DE GOIÁS;SÃO PATRÍCIO I;JANEIRO;Cuidado com a Gestante e Puérpera;5;4;4;2;4;6;3;3;3;0;5;356;9;39,56
2535017;CENTRO DE SAUDE DE MORRO AGUDO DE GOIAS;CENTRO DE SAUDE/UNIDADE BASICA;463310;PSF1;eSF;MORRO AGUDO DE GOIÁS;SÃO PATRÍCIO I;FEVEREIRO;Cuidado com a Gestante e Puérpera;6;3;3;2;4;5;4;2;4;2;4;357;10;35,7
2535017;CENTRO DE SAUDE DE MORRO AGUDO DE GOIAS;CENTRO DE SAUDE/UNIDADE BASICA;463310;PSF1;eSF;MORRO AGUDO DE GOIÁS;SÃO PATRÍCIO I;MARÇO;Cuidado com a Gestante e Puérpera;11;3;2;1;3;6;7;3;2;1;4;398;12;33,17
2535017;CENTRO DE SAUDE DE MORRO AGUDO DE GOIAS;CENTRO DE SAUDE/UNIDADE BASICA;463310;PSF1;eSF;MORRO AGUDO DE GOIÁS;SÃO PATRÍCIO I;ABRIL;Cuidado com a Gestante e Puérpera;14;4;4;4;3;5;10;6;3;2;7;572;15;38,13
2535017;CENTRO DE SAUDE DE MORRO AGUDO DE GOIAS;CENTRO DE SAUDE/UNIDADE BASICA;463310;PSF1;eSF;MORRO AGUDO DE GOIÁS;SÃO PATRÍCIO I;MAIO;Cuidado com a Gestante e Puérpera;16;5;5;5;5;7;12;7;3;3;11;727;17;42,76
2535017;CENTRO DE SAUDE DE MORRO AGUDO DE GOIAS;CENTRO DE SAUDE/UNIDADE BASICA;463310;PSF1;eSF;MORRO AGUDO DE GOIÁS;SÃO PATRÍCIO I;JUNHO;Cuidado com a Gestante e Puérpera;15;6;4;3;5;11;12;6;5;3;11;744;16;46,5
2535017;CENTRO DE SAUDE DE MORRO AGUDO DE GOIAS;CENTRO DE SAUDE/UNIDADE BASICA;463310;PSF1;eSF;MORRO AGUDO DE GOIÁS;SÃO PATRÍCIO I;JULHO;Cuidado com a Gestante e Puérpera;18;7;6;4;5;10;15;5;6;3;10;819;19;43,11
2535017;CENTRO DE SAUDE DE MORRO AGUDO DE GOIAS;CENTRO DE SAUDE/UNIDADE BASICA;463310;PSF1;eSF;MORRO AGUDO DE GOIÁS;SÃO PATRÍCIO I;AGOSTO;Cuidado com a Gestante e Puérpera;18;6;4;3;5;9;15;5;4;2;8;729;18;40,5
2535017;CENTRO DE SAUDE DE MORRO AGUDO DE GOIAS;CENTRO DE SAUDE/UNIDADE BASICA;463310;PSF1;eSF;MORRO AGUDO DE GOIÁS;SÃO PATRÍCIO I;SETEMBRO;Cuidado com a Gestante e Puérpera;20;8;6;5;9;10;17;8;4;2;18;983;20;49,15
2535017;CENTRO DE SAUDE DE MORRO AGUDO DE GOIAS;CENTRO DE SAUDE/UNIDADE BASICA;463310;PSF1;eSF;MORRO AGUDO DE GOIÁS;SÃO PATRÍCIO I;OUTUBRO;Cuidado com a Gestante e Puérpera;17;8;4;4;10;9;14;6;6;0;16;863;17;50,76
