CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO A PRIMEIRA CONSULTA DE PRÉ-NATAL ATÉ 12 SEMANAS DE GESTAÇÃO;TER REALIZADO PELO MENOS 07 CONSULTAS DURANTE O PERÍODO DE GESTAÇÃO PARA VALORIZAR O DIAGNÓSTICO E ACOLHIMENTO OPORTUNO;TER REALIZADO PELO MENOS 07 REGISTROS DE PRESSÃO ARTERIAL DURANTE O PERÍODO DA GESTAÇÃO;TER REALIZADO PELO MENOS 07 REGISTROS SIMULTÂNEOS DE PESO E ALTURA DURANTE O PERÍODO DA GESTAÇÃO;TER REGISTRO DE PELO MENOS 03 VISITAS DOMICILIARES DO ACS/TACS, APÓS A PRIMEIRA CONSULTA DO PRÉ-NATAL;TER REGISTRO DE UMA DOSE DE DTPA A PARTIR DA 20ª SEMANA DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS, HIV E HEPATITES B E C REALIZADOS NO PRIMEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS E HIV REALIZADOS NO TERCEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 VISITA DOMICILIAR POR ACS/TACS REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 AVALIAÇÃO ODONTOLÓGICA REALIZADA DURANTE O PERÍODO DA GESTAÇÃO POR PROFISSIONAL CIRURGIÃ(ÃO) DENTISTA OU TÉCNICA(O) EM SAÚDE BUCAL OU AUXILIAR DE SAÚDE BUCA;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;PONTUAÇÃO
688010;UNIDADE DA SAUDE DA FAMILIA SETOR AEROPORTO;CENTRO DE SAUDE/UNIDADE BASICA;2231476;ESF AEROPORTO;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Fevereiro;Cuidado com a Gestante e Puérpera;6;4;4;4;6;6;0;2;2;1;4;357;11;32,45
2468247;UNIDADE SAUDE DA FAMILIA SETOR ALIANCA;CENTRO DE SAUDE/UNIDADE BASICA;37613;USF-SETOR ALIANCA;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Fevereiro;Cuidado com a Gestante e Puérpera;15;5;6;5;4;5;1;1;0;1;9;483;18;26,83
7065310;UNIDADE DE SAUDE FAMILIA SAO JOSE II IRACY GOMES DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;37699;SETOR SAO JOSE II;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Fevereiro;Cuidado com a Gestante e Puérpera;16;5;5;0;5;10;9;0;3;2;8;583;19;30,68
2546728;UNIDADE SAUDE DA FAMILIA SETOR PLANALTO;CENTRO DE SAUDE/UNIDADE BASICA;37656;SETOR PLANALTO;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Fevereiro;Cuidado com a Gestante e Puérpera;10;1;1;0;1;4;5;1;1;0;8;298;12;24,83
2546698;UNIDADE SAUDE DA FAMILIA CENTRO;CENTRO DE SAUDE/UNIDADE BASICA;37664;CENTRO I;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Fevereiro;Cuidado com a Gestante e Puérpera;7;3;3;3;6;5;8;1;1;1;8;421;13;32,38
2546698;UNIDADE SAUDE DA FAMILIA CENTRO;CENTRO DE SAUDE/UNIDADE BASICA;37621;CENTRO;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Fevereiro;Cuidado com a Gestante e Puérpera;16;11;11;11;11;10;9;0;2;6;13;916;19;48,21
2468654;UNIDADE BASICA DE SAUDE TEREZINHA DE JESUS STA RITA;CENTRO DE SAUDE/UNIDADE BASICA;39713;EQUIPE URBANA;eSF;SANTA RITA DO TOCANTINS;ILHA DO BANANAL;Fevereiro;Cuidado com a Gestante e Puérpera;17;8;8;5;6;10;2;1;2;2;18;728;18;40,44
9078835;UNIDADE BASICA DE SAUDE NELCINDO JOAO CALLAI;CENTRO DE SAUDE/UNIDADE BASICA;37575;EQUIPE 01;eSF;FIGUEIRÓPOLIS;ILHA DO BANANAL;Fevereiro;Cuidado com a Gestante e Puérpera;10;5;1;1;5;10;1;1;1;1;14;460;16;28,75
2486857;CENTRO DE SAUDE OLAVO RODRIGUES DE MATOS;CENTRO DE SAUDE/UNIDADE BASICA;1468782;EQUIPE 02;eSF;FIGUEIRÓPOLIS;ILHA DO BANANAL;Fevereiro;Cuidado com a Gestante e Puérpera;1;0;0;0;0;0;0;1;0;0;1;28;2;14
3939073;UNIDADE DE SAUDE DA FAMILIA MARIA CANABRAVA;CENTRO DE SAUDE/UNIDADE BASICA;39861;RURAL;eSF;SÃO VALÉRIO;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;3;1;2;2;3;1;1;1;1;1;2;165;3;55
3939073;UNIDADE DE SAUDE DA FAMILIA MARIA CANABRAVA;CENTRO DE SAUDE/UNIDADE BASICA;39888;URBANA;eSF;SÃO VALÉRIO;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;28;13;16;17;14;16;21;11;11;1;31;1639;34;48,21
2468875;UNIDADE DE SAUDE DO RETIRO SAO SALVADOR;CENTRO DE SAUDE/UNIDADE BASICA;1686046;EQUIPE ZONA RURAL RETIRO;eSF;SÃO SALVADOR DO TOCANTINS;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;12;2;4;3;7;7;8;1;1;2;6;489;15;32,6
2468867;CENTRO DE SAUDE SAO SALVADOR;CENTRO DE SAUDE/UNIDADE BASICA;39837;URBANA;eSF;SÃO SALVADOR DO TOCANTINS;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;11;4;9;9;3;8;9;4;0;2;10;632;19;33,26
2469162;UNIDADE BASICA DE SAUDE MARISETE SILVA SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;39675;EQUIPE 01 SAUDE DA FAMILIA;eSF;SANDOLÂNDIA;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;9;3;2;2;7;6;1;2;4;0;4;369;9;41
2469162;UNIDADE BASICA DE SAUDE DE SANDOLANDIA;CENTRO DE SAUDE/UNIDADE BASICA;39667;EQUIPE 02 SAUDE DA FAMILIA;eSF;SANDOLÂNDIA;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;7;8;8;8;6;5;4;3;1;4;5;538;10;53,8
2658879;UNIDADE BASICA SAUDE DR MARIO JOSE ROMAO;CENTRO DE SAUDE/UNIDADE BASICA;2287854;EQUIPE SAUDE DA FAMILIA 2;eSF;PALMEIRÓPOLIS;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;12;4;7;4;8;7;4;2;3;0;8;543;14;38,79
2658879;UNIDADE BASICA SAUDE DR MARIO JOSE ROMAO;CENTRO DE SAUDE/UNIDADE BASICA;38792;EQUIPE SAUDE DA FAMILIA 01;eSF;PALMEIRÓPOLIS;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;8;3;5;4;3;3;2;0;1;2;4;323;9;35,89
2658941;UNIDADE BASICA DE SAUDE ELENA MARIA BORGES;CENTRO DE SAUDE/UNIDADE BASICA;38806;UNIDADE SAUDE DA FAMILIA PSF I;eSF;PALMEIRÓPOLIS;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;14;4;3;4;9;6;9;1;0;0;8;536;14;38,29
2658968;UNIDADE BASICA DE SAUDE SETOR BOM TEMPO;CENTRO DE SAUDE/UNIDADE BASICA;38814;PSF 3;eSF;PALMEIRÓPOLIS;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;11;4;8;8;6;4;9;1;0;0;10;560;11;50,91
2492466;UNIDADE BASICA DE SAUDE DE PIUM;CENTRO DE SAUDE/UNIDADE BASICA;39225;RURAL;eSF;PIUM;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;17;5;7;6;10;7;8;0;0;1;11;665;17;39,12
2492466;UNIDADE BASICA DE SAUDE DE PIUM;CENTRO DE SAUDE/UNIDADE BASICA;39233;URBANO;eSF;PIUM;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;15;6;7;7;14;6;8;2;3;2;15;780;17;45,88
7128126;U B S F MARIO GOMES DE PIUM;CENTRO DE SAUDE/UNIDADE BASICA;39241;EQUIPE 03;eSF;PIUM;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;12;3;7;6;11;10;8;2;2;2;13;696;17;40,94
2658852;UNIDADE BASICA DE SAUDE DR JOAO FELIX CUNHA PIUM;CENTRO DE SAUDE/UNIDADE BASICA;2442221;EQUIPE 0004 - EQUIPE RURAL CAF;eSF;PIUM;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;7;2;2;2;5;5;1;1;1;1;6;304;9;33,78
3739902;UNIDADE DE SAUDE NEUMA PEREIRA DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;2286238;EQUIPE NEUMA PEREIRA DOS SANTO;eSF;PEIXE;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;4;1;2;2;2;0;2;0;0;0;2;139;5;27,8
2560305;UNIDADE DE SAUDE DA FAMILIA VILA SAO MIGUEL;CENTRO DE SAUDE/UNIDADE BASICA;39101;EQUIPE 03 - VILA SAO MIGUEL;eSF;PEIXE;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;5;1;2;2;6;2;1;2;1;0;4;239;6;39,83
917168;UNIDADE DE SAUDE ENTRONCAMENTO DO JAU;CENTRO DE SAUDE/UNIDADE BASICA;2223287;EQUIPE - ENTRONCAMENTO JAU;eSF;PEIXE;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;6;3;4;2;2;5;3;2;0;0;5;294;7;42
2560291;UNIDADE DE SAUDE SETOR AEROPORTO PEIXE;CENTRO DE SAUDE/UNIDADE BASICA;39098;EQUIPE 02 - AEROPORTO;eSF;PEIXE;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;17;6;9;7;8;9;3;4;0;2;9;683;18;37,94
2486768;UNIDADE DE SAUDE DA FAMILIA SAO JOSE;CENTRO DE SAUDE/UNIDADE BASICA;39071;EQUIPE 01- SAO JOSE;eSF;PEIXE;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;15;8;10;9;10;9;6;6;4;4;13;861;18;47,83
2597500;UNIDADE DE SAUDE DA FAMILIA VILA QUIXABA;CENTRO DE SAUDE/UNIDADE BASICA;39128;EQUIPE 04 - VILA QUIXABA;eSF;PEIXE;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;5;3;3;3;1;1;4;0;0;0;4;221;5;44,2
2468611;UNIDADE BASICA DE SAUDE 3 LAGOA DA CONFUSAO;CENTRO DE SAUDE/UNIDADE BASICA;38245;PSF 03;eSF;LAGOA DA CONFUSÃO;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;34;15;18;3;17;14;17;2;5;8;20;1411;40;35,28
2792486;UNIDADE BASICA DE SAUDE 2 LAGOA DA CONFUSAO;CENTRO DE SAUDE/UNIDADE BASICA;38253;PSF 2;eSF;LAGOA DA CONFUSÃO;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;26;10;15;1;19;15;13;0;9;6;12;1160;33;35,15
3958094;UNIDADE BASICA DE SAUDE 1 LAGOA DA CONFUSAO;CENTRO DE SAUDE/UNIDADE BASICA;2495961;ESF 04;eSF;LAGOA DA CONFUSÃO;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;29;7;11;0;8;14;16;0;1;3;13;947;33;28,7
3958094;UNIDADE BASICA DE SAUDE 1 LAGOA DA CONFUSAO;CENTRO DE SAUDE/UNIDADE BASICA;38261;PSF I;eSF;LAGOA DA CONFUSÃO;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;31;14;14;0;16;21;20;1;11;4;20;1399;38;36,82
2468611;UNIDADE BASICA DE SAUDE 3 LAGOA DA CONFUSAO;CENTRO DE SAUDE/UNIDADE BASICA;2496747;ESF 05;eSF;LAGOA DA CONFUSÃO;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9961976;UNIDADE BASICA DE SAUDE NEY LUZ E SILVA;CENTRO DE SAUDE/UNIDADE BASICA;2108429;ESF NEY LUZ E SILVA 029;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;22;6;6;6;10;10;8;2;3;4;10;805;25;32,2
2546507;UNIDADE DE SAUDE DA FAMILIA PARQUE DAS ACACIAS;CENTRO DE SAUDE/UNIDADE BASICA;2240106;ESF MORADA DO SOL 033;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;10;3;3;0;3;6;0;0;1;1;8;325;12;27,08
2546434;UNIDADE BASICA DE SAUDE ULISSES MOREIRA MILHOMEM;CENTRO DE SAUDE/UNIDADE BASICA;1695673;ESF PEDROSO 025;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;10;6;7;6;5;5;2;2;2;2;11;532;14;38
6646271;UNIDADE DE SAUDE DA FAMILIA BELA VISTA;CENTRO DE SAUDE/UNIDADE BASICA;2296292;BELA VISTA;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;15;4;11;9;4;7;5;1;3;1;14;681;17;40,06
2546418;UNIDADE DE SAUDE VILA IRIS;CENTRO DE SAUDE/UNIDADE BASICA;37915;ESF MALVINAS 001;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;13;7;6;6;4;7;7;0;2;1;5;535;14;38,21
2546450;UNIDADE DE SAUDE DA FAMILIA SEVILHA;CENTRO DE SAUDE/UNIDADE BASICA;38008;ESF SEVILHA 003;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;16;4;7;7;2;8;9;1;1;0;8;583;18;32,39
2546434;UNIDADE BASICA DE SAUDE ULISSES MOREIRA MILHOMEM;CENTRO DE SAUDE/UNIDADE BASICA;37974;ESF PEDROSO 019;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;6;1;2;2;1;5;4;0;1;1;5;258;7;36,86
2546426;UNIDADE DE SAUDE DA FAMILIA SOL NASCENTE;CENTRO DE SAUDE/UNIDADE BASICA;37931;ESF SOL NASCENTE 005;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;8;3;5;0;3;3;1;0;1;0;8;296;10;29,6
6646271;UNIDADE DE SAUDE DA FAMILIA BELA VISTA;CENTRO DE SAUDE/UNIDADE BASICA;38105;ESF BELA VISTA 020;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;11;3;2;2;2;4;2;1;2;1;8;353;13;27,15
109347;UNIDADE DE SAUDE FRANCISCO NOGUEIRA LIMA;CENTRO DE SAUDE/UNIDADE BASICA;2226758;ESF CAMPO BELLO 032;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;25;18;20;0;9;21;21;1;12;2;23;1393;30;46,43
2546485;UNIDADE DE SAUDE DA FAMILIA SAO JOSE;CENTRO DE SAUDE/UNIDADE BASICA;38059;ESF SAO JOSE 013;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;14;5;8;7;12;8;3;1;5;3;10;698;16;43,63
7023138;UNIDADE DE SAUDE DA FAMILIA JOAO MANOEL DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;38113;ESF JOAO MANOEL DOS SANTOS 007;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;18;8;7;7;7;7;15;0;4;1;13;801;21;38,14
2546434;UNIDADE BASICA DE SAUDE ULISSES MOREIRA MILHOMEM;CENTRO DE SAUDE/UNIDADE BASICA;37982;ESF PEDROSO 016;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;14;3;4;3;5;5;2;0;3;0;13;482;17;28,35
9320385;UNIDADE BASICA DE SAUDE CLARA MOTA E SILVA;CENTRO DE SAUDE/UNIDADE BASICA;1632442;ESF CLARA MOTA E SILVA 024;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;13;8;8;8;4;8;9;2;5;4;10;724;14;51,71
2546477;UNIDADE DE SAUDE DA FAMILIA WALDIR LINS;CENTRO DE SAUDE/UNIDADE BASICA;38032;ESF WALDIR LINS 017;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;7;3;3;3;1;4;2;1;2;1;4;286;9;31,78
2546507;UNIDADE DE SAUDE DA FAMILIA PARQUE DAS ACACIAS;CENTRO DE SAUDE/UNIDADE BASICA;38075;ESF PARQUE DAS ACACIAS 012;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;15;6;6;0;9;7;1;6;3;1;6;555;16;34,69
3545520;UNIDADE BASICA DE SAUDE ROSENDO BARBOSA DE ARAUJO;CENTRO DE SAUDE/UNIDADE BASICA;2296284;ROSENDO BARBOSA;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;18;10;10;10;5;11;12;2;2;1;12;855;20;42,75
2546469;UNIDADE DE SAUDE DA FAMILIA VILA NOVA;CENTRO DE SAUDE/UNIDADE BASICA;2298783;EQUIPE DA SAUDE DA FAMILIA;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;4;2;2;2;0;2;1;0;0;0;1;130;5;26
3545520;UNIDADE BASICA DE SAUDE ROSENDO BARBOSA DE ARAUJO;CENTRO DE SAUDE/UNIDADE BASICA;38091;ESF ROSENDO 011;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;22;5;8;8;5;7;16;0;1;1;19;850;24;35,42
109347;UNIDADE DE SAUDE FRANCISCO NOGUEIRA LIMA;CENTRO DE SAUDE/UNIDADE BASICA;1715097;ESF CAMPO BELLO 028;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;26;11;13;2;10;13;7;3;4;0;13;944;28;33,71
9961976;UNIDADE BASICA DE SAUDE NEY LUZ E SILVA;CENTRO DE SAUDE/UNIDADE BASICA;37907;ESF NOVA FRONTEIRA 018;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;17;9;9;9;6;11;9;0;4;2;11;800;23;34,78
9320385;UNIDADE BASICA DE SAUDE CLARA MOTA E SILVA;CENTRO DE SAUDE/UNIDADE BASICA;2204002;ESF BURITIS 031;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;18;3;6;6;4;4;9;0;0;0;8;540;19;28,42
2546418;UNIDADE DE SAUDE VILA IRIS;CENTRO DE SAUDE/UNIDADE BASICA;37923;ESF MALVINAS 015;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;16;7;9;8;5;9;7;0;3;2;10;700;19;36,84
2546426;UNIDADE DE SAUDE DA FAMILIA SOL NASCENTE;CENTRO DE SAUDE/UNIDADE BASICA;37966;ESF SOL NASCENTE 010;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;4;2;2;1;2;2;1;0;1;0;0;139;5;27,8
2546469;UNIDADE DE SAUDE DA FAMILIA VILA NOVA;CENTRO DE SAUDE/UNIDADE BASICA;1695703;ESF VILA NOVA 026;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;5;3;3;3;3;2;2;0;2;0;1;221;6;36,83
2546426;UNIDADE DE SAUDE DA FAMILIA SOL NASCENTE;CENTRO DE SAUDE/UNIDADE BASICA;1695746;ESF SOL NASCENTE 027;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;11;1;3;0;3;5;2;0;2;2;7;335;12;27,92
2546469;UNIDADE DE SAUDE DA FAMILIA VILA NOVA;CENTRO DE SAUDE/UNIDADE BASICA;38016;ESF VILA NOVA 004;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;8;4;4;4;3;5;5;0;1;2;6;386;10;38,6
2546396;UNIDADE DE SAUDE DA FAMILIA CASEGO;CENTRO DE SAUDE/UNIDADE BASICA;37893;ESF CASEGO 009;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;6;1;2;1;4;2;2;0;1;0;5;222;7;31,71
7023138;UNIDADE DE SAUDE DA FAMILIA JOAO MANOEL DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;1570374;ESF JOAO MANOEL DOS SANTOS 022;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;12;6;8;8;5;2;10;1;3;2;10;615;13;47,31
2546469;UNIDADE DE SAUDE DA FAMILIA VILA NOVA;CENTRO DE SAUDE/UNIDADE BASICA;38024;ESF VILA NOVA - ZONA RURAL;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;1;1;1;1;2;2;0;0;0;1;0;82;2;41
2546450;UNIDADE DE SAUDE DA FAMILIA SEVILHA;CENTRO DE SAUDE/UNIDADE BASICA;37990;ESF SEVILHA 008;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;6;6;6;6;1;6;5;1;4;0;5;420;8;52,5
2546485;UNIDADE DE SAUDE DA FAMILIA SAO JOSE;CENTRO DE SAUDE/UNIDADE BASICA;38067;ESF SAO JOSE 002;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;11;4;6;6;5;7;4;1;1;0;10;506;14;36,14
2546477;UNIDADE DE SAUDE DA FAMILIA WALDIR LINS;CENTRO DE SAUDE/UNIDADE BASICA;38040;ESF WALDIR LINS 006;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;12;1;5;4;0;6;1;0;0;0;6;327;14;23,36
3545520;UNIDADE BASICA DE SAUDE ROSENDO BARBOSA DE ARAUJO;CENTRO DE SAUDE/UNIDADE BASICA;38083;ESF ROSENDO 014;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;8;2;3;2;3;5;5;0;3;1;7;359;11;32,64
7023138;UNIDADE DE SAUDE DA FAMILIA JOAO MANOEL DOS SANTOS;CENTRO DE SAUDE/UNIDADE BASICA;1601474;ESF JOAO MANOEL DOS SANTOS 023;eSF;GURUPI;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;10;3;2;2;4;3;7;0;0;0;5;334;10;33,4
2486849;UNIDADE BASICA DE SAUDE JOSE FRANCISCO DOURADO;CENTRO DE SAUDE/UNIDADE BASICA;40045;EQUIPE URBANA;eSF;TALISMÃ;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;16;7;9;8;10;5;2;0;5;2;12;700;18;38,89
2468921;UNIDADE BASICA DE SAUDE DE SUCUPIRA;CENTRO DE SAUDE/UNIDADE BASICA;39977;EQUIPE URBANA;eSF;SUCUPIRA;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;21;12;14;14;16;7;3;6;8;3;22;1155;22;52,5
2546701;UNIDADE SAUDE DA FAMILIA SAO JOSE RURAL;CENTRO DE SAUDE/UNIDADE BASICA;37672;SETOR SAO JOSE I;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;14;6;8;3;10;6;1;2;1;1;10;572;24;23,83
2468247;UNIDADE SAUDE DA FAMILIA SETOR ALIANCA;CENTRO DE SAUDE/UNIDADE BASICA;2423979;ESF ALIANCA II;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;10;5;5;5;4;4;0;2;4;1;11;469;14;33,5
688010;UNIDADE DA SAUDE DA FAMILIA SETOR AEROPORTO;CENTRO DE SAUDE/UNIDADE BASICA;2231476;ESF AEROPORTO;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;6;2;2;1;6;6;0;2;2;1;4;294;11;26,73
2468247;UNIDADE SAUDE DA FAMILIA SETOR ALIANCA;CENTRO DE SAUDE/UNIDADE BASICA;37613;USF-SETOR ALIANCA;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;14;4;4;4;3;4;2;1;1;1;10;446;16;27,88
7065310;UNIDADE DE SAUDE FAMILIA SAO JOSE II IRACY GOMES DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;37699;SETOR SAO JOSE II;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;16;7;8;0;8;15;10;0;6;3;8;745;22;33,86
2546728;UNIDADE SAUDE DA FAMILIA SETOR PLANALTO;CENTRO DE SAUDE/UNIDADE BASICA;37656;SETOR PLANALTO;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;14;2;2;0;0;5;7;1;0;0;8;365;16;22,81
2546698;UNIDADE SAUDE DA FAMILIA CENTRO;CENTRO DE SAUDE/UNIDADE BASICA;37664;CENTRO I;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;7;1;3;2;3;5;8;1;2;0;5;340;11;30,91
2546698;UNIDADE SAUDE DA FAMILIA CENTRO;CENTRO DE SAUDE/UNIDADE BASICA;37621;CENTRO;eSF;FORMOSO DO ARAGUAIA;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;14;8;9;9;10;9;8;0;2;7;11;797;16;49,81
2468654;UNIDADE BASICA DE SAUDE TEREZINHA DE JESUS STA RITA;CENTRO DE SAUDE/UNIDADE BASICA;39713;EQUIPE URBANA;eSF;SANTA RITA DO TOCANTINS;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;20;12;9;6;11;14;2;3;2;5;22;974;23;42,35
9078835;UNIDADE BASICA DE SAUDE NELCINDO JOAO CALLAI;CENTRO DE SAUDE/UNIDADE BASICA;37575;EQUIPE 01;eSF;FIGUEIRÓPOLIS;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;9;5;2;2;3;9;0;1;1;0;12;405;13;31,15
2486857;CENTRO DE SAUDE OLAVO RODRIGUES DE MATOS;CENTRO DE SAUDE/UNIDADE BASICA;1468782;EQUIPE 02;eSF;FIGUEIRÓPOLIS;ILHA DO BANANAL;Janeiro;Cuidado com a Gestante e Puérpera;0;0;0;0;0;0;0;1;0;0;1;18;1;18
